id,name,sse,is_sse,type,sector,language,website,values,mission,description,sse_reasoning,flags,sse_action,is_sse_action,type_action,sector_action,language_action,website_action,values_action,mission_action,description_action,sse_reasoning_action,flags_action
666,MTY Food Group,no,False,other,retail-consumer-goods,bilingual,https://www.mtygroup.com,[],Our purpose is to be the leading franchisor of quick‑service restaurants in North America. (via=inferred),"MTY Food Group Inc. is a publicly‑listed Canadian company that franchises quick‑service restaurant brands across North America, operating more than 70 concepts such as Tacos ¡Ya!, Mucho Burrito, and T… (+114 chars truncated from log)","MTY Food Group is a publicly‑traded for‑profit franchisor whose primary purpose is market leadership rather than community or environmental benefit; it is not organized as a nonprofit, cooperative or union, so it does not meet SSE criteria.","['type other', 'rating no', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
667,Segula Technologies,no,False,other,(none),bilingual,https://www.segula-technology.com,[],Our mission is to provide engineering excellence and sustainable innovation to help our clients solve complex challenges and create value for society.,"Segula Technologies is an international engineering and consulting group that designs and delivers innovative solutions for industries such as automotive, aerospace, energy, and infrastructure.","Segula Technologies is a privately owned engineering consultancy without nonprofit, cooperative, or union governance. Its primary purpose is commercial service provision, not a people‑or‑planet mission, so it does not meet SSE criteria.","['website via=inferred', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
670,Ressources humaines - Port Québec,no,False,government,(none),fr,https://www.portquebec.com,[],"The mission of Port de Québec is to promote economic growth and competitiveness by providing efficient, safe, and environmentally responsible port services.","Port de Québec is a public port authority that manages and develops the maritime infrastructure of Quebec City, facilitating cargo and passenger traffic while supporting regional economic development.","Port de Québec is a government‑owned port authority; its governance is appointed by the Quebec government, not autonomous, so it fails the governance gate required for SSE eligibility.","['type=government leads to no SSE rating', 'website identified as official homepage', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
673,Artelia,no,False,other,community-civic-infrastructure,en,https://www.artelia.com,"['Environment', 'Honesty and Integrity', 'Knowledge']","Our mission is to deliver innovative, sustainable solutions that help our clients build resilient societies and improve the quality of life. (via=extracted)","Artelia is a multi‑disciplinary engineering and consulting firm offering design, project management and advisory services for infrastructure, environment and building projects. The company operates in… (+64 chars truncated from log)","Artelia is a for‑profit engineering consultancy organized as a private corporation, not a nonprofit, cooperative or union, and its primary purpose is commercial service delivery. Therefore it does not meet the governance criteria for the Solidarity Economy. (via=extracted)","['type=other', 'website via=extracted', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=public_language', 'language_reason:insufficient_signal']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
679,Groupe Conseil UDA Inc.,no,False,other,(none),fr,(none),[],(none),(none),"Groupe Conseil UDA Inc. is incorporated as a for‑profit consulting corporation in Quebec and shows no evidence of nonprofit, cooperative, or union governance; therefore it does not satisfy the Solidarity Economy eligibility criteria.","['type other', 'website null', 'public_language null', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
680,Parc Safari,no,False,other,(none),fr,https://www.parcsafari.com,"['Community', 'Help Society', 'Environment']","Our mission is to inspire respect for wildlife and the environment by delivering immersive, educational experiences that foster conservation and family enjoyment. (via=inferred)","Parc Safari is a wildlife park in Hemmingford, Quebec that offers safari tours, animal encounters, and amusement rides for families. It aims to provide an entertaining yet educational experience about… (+36 chars truncated from log)","Parc Safari operates as a privately owned for‑profit attraction without nonprofit or cooperative governance, and its primary purpose is commercial entertainment rather than a people‑first mission. Therefore it does not meet SSE governance criteria. (via=inferred)","['type=other', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
681,Carmichael Engineering Ltd.,no,False,other,community-civic-infrastructure,en,https://carmichaelengineering.com,"['Honesty and Integrity', 'Environment', 'Community']","Our mission is to deliver high‑quality engineering solutions that meet client needs while respecting safety, sustainability, and regulatory standards.","Carmichael Engineering Ltd. is a Montreal‑based engineering consultancy offering civil, structural, and environmental engineering services to municipalities, developers, and private clients. The firm… (+70 chars truncated from log)","Carmichael Engineering Ltd. is a privately owned engineering consulting corporation with no nonprofit, cooperative, or union governance. Its public materials emphasize commercial engineering services rather than a people‑or‑planet mission, so it does not satisfy SSE criteria.","['type=other', 'website=via=extracted', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
682,CIMA+,no,False,(none),(none),(none),(none),[],(none),(none),"Insufficient publicly available information to verify governance structure, mission, or impact; cannot confirm CIMA+ as a nonprofit, cooperative, or union, so it does not meet the governance gate for SSE eligibility.","['type via=absent', 'website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:unset via=unknown', 'language_reason:insufficient_signal']",UPDATE,KEEP,KEEP,KEEP,KEEP,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
686,MRC de Pierre-De Saurel,no,False,government,(none),fr,https://www.mrc-pierredesaurel.qc.ca/,[],"Its mission is to promote coordinated territorial development, deliver shared services, and support sustainable economic growth for the communities within its territory.","The MRC de Pierre‑De Saurel is a regional county municipality in the Montérégie region of Quebec, encompassing several municipalities including Sorel‑Tracy. It coordinates regional planning, economic… (+63 chars truncated from log)","The organization is a regional county municipality created by provincial statute, governed by a council appointed from member municipalities, making it a government entity. SSE criteria apply only to nonprofit, cooperative, or union structures, so it is not eligible.","['type=government', 'sse_rating=no', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
688,La Maison l’Éclaircie de Montréal,strong_yes,True,nonprofit,arts-culture-information,fr,(none),"['Community', 'Help Society', 'Diversity', 'Environment', 'Group & Team']","Our mission is to create an inclusive community hub that empowers residents through shared cultural expression, sustainable practices, and collaborative learning. (via=inferred)","La Maison l’Éclaircie de Montréal is a community‑based nonprofit that offers a welcoming space for cultural, educational, and social initiatives, fostering solidarity, inclusion, and environmental ste… (+24 chars truncated from log)","The organization is registered as a nonprofit with a clear mission focused on community empowerment, cultural inclusion, and sustainable practices, meeting all three must‑haves and several nice‑to‑haves. (via=inferred)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
689,Meilleure Option Canada,no,False,(none),(none),fr,(none),[],(none),(none),"No publicly available website or official materials could be located for Meilleure Option Canada, preventing verification of nonprofit or cooperative status, mission, or solidarity‑economy practices.","['website not found', 'type unknown', 'insufficient evidence for SSE assessment', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
690,Aurora Cultural Centre,no,False,government,arts-culture-information,bilingual,https://www.aurora.ca/en/arts-culture-and-recreation/aurora-cultural-centre.aspx,"['Community', 'Artistic Creativity', 'Creativity', 'Help Society', 'Knowledge']",To enrich the lives of Aurora residents through accessible arts and cultural programming.,"The Aurora Cultural Centre is a community hub in Aurora, Ontario offering visual arts exhibitions, performances, workshops, and studio space for residents of all ages.",The Aurora Cultural Centre is operated by the Town of Aurora as a municipal cultural facility; as a government‑run entity it does not meet SSE governance criteria.,"['type=government', 'website via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=inferred', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
691,City of Belleville,no,False,government,community-civic-infrastructure,bilingual,https://www.belleville.ca,[],"Our mission is to provide responsive, accountable and inclusive municipal services that enhance the health, safety, sustainability and prosperity of our community. (mission via=extracted)","The City of Belleville is a municipal government delivering services, programs and infrastructure that support the well‑being and quality of life for residents, businesses and visitors in Belleville,… (+36 chars truncated from log)","City of Belleville is a municipal government created by provincial statute and funded by taxes; as a public‑sector body it does not meet the governance criteria for a solidarity‑economy organization, so the rating is no.","['type=government', 'sse_rating=no', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
692,Table de concertation du faubourg Saint-Laurent,no,False,government,community-civic-infrastructure,fr,(none),"['Community', 'Help Society', 'Environment', 'Diversity', 'Group & Team']","Its mission is to foster collaborative dialogue and joint action among community stakeholders to improve quality of life, promote sustainable development, and strengthen social cohesion in the Faubour… (+53 chars truncated from log)","The Table de concertation du Faubourg Saint‑Laurent is a municipal platform that brings together residents, businesses, and local institutions to discuss and coordinate neighbourhood development in th… (+69 chars truncated from log)","The Table de concertation du Faubourg Saint‑Laurent is a municipal‑created consultation body, making it a government entity, which is excluded from the Solidarity Economy. Its governance is appointed by the borough council rather than autonomous members.","['website absent', 'type=government -> auto no', 'description via=inferred', 'mission via=inferred', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
698,GRIS-Montréal,no,False,(none),(none),fr,(none),[],(none),(none),"Aucune preuve publique n'a pu être trouvée confirmant que GRIS‑Montréal est une organisation à but non lucratif, coopérative ou syndicale, ni décrivant une mission axée sur les personnes, la communauté ou la planète. Sans informations sur la gouvernance ou l'impact, l'organisation ne satisfait pas l… (+16 chars truncated from log)","['website via=absent', 'type via=absent', 'sector via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
699,Canadian Parks and Wilderness Society - Saskatchewan Chapter,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://cpaws.org,"['Environment', 'Community', 'Help Society']","Our mission is to protect Saskatchewan’s natural spaces for present and future generations by conserving parks, wilderness, and ecosystems, and by fostering community stewardship and sustainable outdo… (+15 chars truncated from log)","The Canadian Parks and Wilderness Society – Saskatchewan Chapter is a nonprofit charity dedicated to protecting and restoring Saskatchewan’s parks, wilderness, and natural heritage. It works with comm… (+134 chars truncated from log)","The Saskatchewan Chapter is a registered nonprofit charity whose mission centers on protecting parks and wilderness, clearly prioritizing people and planet over profit. Its work includes advocacy, community engagement, and stewardship, delivering measurable environmental and social benefits, meeting… (+25 chars truncated from log)","['description via=absent', 'mission via=absent', 'values via=absent', 'length_limit: truncated sse_reasoning_fr', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
709,Le Parados inc.,no,False,(none),(none),fr,(none),[],(none),(none),"There is no publicly available evidence of nonprofit, cooperative, or union governance for Le Parados inc., nor clear mission or impact details. Without such information the organization cannot be confirmed as aligning with Solidarity Economy principles.","['website not found', 'insufficient governance evidence', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
712,Novacap Management Inc,no,False,other,(none),bilingual,https://novacap.com,"['Honesty and Integrity', 'Community', 'Help Society']",Our mission is to partner with visionary entrepreneurs to build world‑class companies that drive economic growth and job creation in Quebec.,"Novacap Management Inc. is a Quebec‑based venture capital firm that invests in growth‑stage technology and innovation companies, helping entrepreneurs scale their businesses and create economic value… (+17 chars truncated from log)","Novacap Management Inc. is a privately owned venture capital firm with profit‑driven investment activities and no nonprofit, cooperative, or union governance, so it does not meet Solidarity Economy criteria.","['type=other', 'sse_rating=no', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
714,Coal Mine Theatre,strong_yes,True,nonprofit,arts-culture-information,en,https://coalmine.org/,"['Community', 'Diversity', 'Creative Expression', 'Help Society', 'Group & Team']","Our mission is to create inclusive, community‑centered theatre that inspires dialogue, builds solidarity and contributes to social transformation.","Coal Mine Theatre is a Toronto‑based nonprofit that creates socially engaged, community‑focused theatre productions that foster dialogue, inclusion and social change.","Coal Mine Theatre is a registered nonprofit whose mission prioritises community engagement and social change through theatre, clearly beyond profit. Its transparent governance and reinvestment of resources into programming satisfy the strong‑yes criteria for SSE alignment.","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
716,Association canadienne pour la santé mentale – Division du Québec,strong_yes,True,nonprofit,care-health-social-services,fr,https://cmha.qc.ca,"['Help Others', 'Community', 'Diversity', 'Moral Fulfillment', 'Knowledge']","Our mission is to improve the mental health and wellbeing of individuals, families and communities in Quebec by providing services, education, advocacy and support.","The Canadian Mental Health Association – Quebec Division is a nonprofit organization dedicated to promoting mental health, preventing mental illness, and supporting those affected through advocacy, ed… (+42 chars truncated from log)","CMHA Quebec is a registered charity that clearly states its mission to promote mental health and support people with mental illness, showing a purpose beyond profit. Its programs are described as improving wellbeing of individuals and communities, indicating intentional impact. The organization’s va… (+83 chars truncated from log)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
717,Metaltech-Omega inc.,no,False,other,manufacturing-production,en,(none),[],(none),(none),"Metaltech‑Omega Inc. is incorporated as a private company (Inc.) in Laval, QC, with no evidence of nonprofit, cooperative, or union governance. Its primary activity is metal fabrication, a for‑profit manufacturing operation, which does not meet the solidarity‑economy governance or purpose criteria.","['type=other', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
719,Friends of Fish Creek Provincial Park Society,strong_yes,True,nonprofit,environment-circular-economy,en,https://friendsoffishcreek.ca,"['Community', 'Environment', 'Help Society', 'Knowledge', 'Help Others']","Our mission is to protect, preserve and enhance Fish Creek Provincial Park for current and future generations by fostering stewardship, promoting environmental education, and encouraging community par… (+11 chars truncated from log)","Friends of Fish Creek Provincial Park Society is a volunteer‑run nonprofit that supports the protection, restoration and enrichment of Fish Creek Provincial Park in Calgary through stewardship project… (+48 chars truncated from log)","Friends of Fish Creek Provincial Park Society is a registered charitable nonprofit whose purpose is to protect and enhance the park, not to generate profit. Its programs and volunteer stewardship directly benefit the environment and community, meeting all three must‑haves and showing a solidarity‑dr… (+76 chars truncated from log)","['website discovered', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
720,Bâtiment 7,strong_yes,True,nonprofit,community-civic-infrastructure,fr,https://batiment7.org,"['Community', 'Help Society', 'Environment']","Our mission is to nurture social‑economy initiatives by providing low‑cost workspaces, resources and a collaborative community that embodies solidarity, accessibility and collective transformation. (m… (+20 chars truncated from log)","Bâtiment 7 is a Montreal‑based nonprofit that provides affordable coworking spaces, meeting rooms and support services for social‑economy enterprises, collectives and creators. It aims to foster colla… (+73 chars truncated from log)","Bâtiment 7 is a registered nonprofit whose mission clearly prioritises people and planet over profit, providing affordable space for social‑economy projects and describing its intended collective impact. Its activities directly benefit the community and environment, meeting all three must‑haves. (ss… (+25 chars truncated from log)","['website found', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
721,Coalition québécoise contre la traite des personnes,strong_yes,True,nonprofit,community-civic-infrastructure,fr,(none),"['Community', 'Help Society', 'Diversity', 'Honesty and Integrity', 'Friendship']","To fight human trafficking in Quebec by coordinating action, informing the public, and providing assistance to victims, while promoting respect for human rights and gender equity.","The Quebec Coalition Against Human Trafficking brings together organisations, institutions and citizens to prevent human trafficking, support victims and raise awareness across Quebec.","The coalition is a registered nonprofit that prioritises preventing human trafficking and supporting victims, demonstrating a clear purpose beyond profit and intentional impact. Its activities contribute directly to social well‑being and human‑rights advancement, satisfying the core SSE criteria.","['website via=absent', 'description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
722,Info-Femmes,strong_yes,True,nonprofit,care-health-social-services,fr,https://www.info-femmes.org,"['Community', 'Help Others', 'Help Society', 'Diversity', 'Moral Fulfillment']","Our mission is to promote gender equality by delivering accessible information, support services and advocacy that improve the well‑being of women and gender‑diverse individuals. (via=inferred)","Info‑Femmes is a Montreal‑based feminist nonprofit that provides information, support and resources to women and gender‑diverse people, focusing on health, violence prevention and empowerment. (via=in… (+7 chars truncated from log)","Info‑Femmes is a registered charitable nonprofit whose mission centers on gender equality, health and anti‑violence support, showing a clear purpose beyond profit and intentional impact. Its community services and reinvestment of surplus into programs satisfy the SSE criteria for a strong yes.","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
723,Ferme des Pins 1919 Inc.,no,False,(none),(none),fr,(none),[],(none),(none),"No verifiable public website or official documentation was found to confirm the organization’s governance structure, mission, or impact. Without evidence of nonprofit, cooperative, or union status, the organization cannot meet the governance gate for SSE eligibility.","['website via=null', 'type via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
724,InterraPlan Inc. / Niwatame Eco-Homestead,no,False,other,(none),en,(none),[],(none),(none),"InterraPlan Inc. is a privately incorporated company (Inc.) with no evidence of nonprofit, cooperative or union governance; no public mission, social or environmental impact statements are found, so it does not satisfy Solidarity Economy criteria.","['type other', 'website null', 'no public mission evidence', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
725,Centre Génération Emploi,strong_yes,True,nonprofit,community-civic-infrastructure,fr,https://centregenerationemploi.org,"['Community', 'Help Society', 'Diversity']","Our mission is to promote inclusive employment by providing tailored support, skill development and connections to employers, thereby strengthening the social and economic fabric of Montreal.","Centre Génération Emploi is a Montreal‑based nonprofit that supports people facing employment barriers through training, coaching, and job‑placement services. It works with community partners to creat… (+31 chars truncated from log)","The Centre is a registered nonprofit whose mission focuses on inclusive employment and community empowerment, with clear impact outcomes and a collaborative, solidarity‑based approach. These elements satisfy the governance gate, all three must‑haves, and several nice‑to‑haves.","['description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
726,St. Andrew's United Church,strong_yes,True,nonprofit,community-civic-infrastructure,en,https://www.standrewunitedchurch.org,"['Community', 'Help Society', 'Environment', 'Moral Fulfillment', 'Diversity']","Our mission is to follow Jesus Christ by loving God, loving our neighbours, and working for justice, peace, and caring for creation, sharing the Gospel and serving the community.","St. Andrew's United Church is a vibrant faith community in North Vancouver, BC, offering worship, spiritual formation, and programs that support families, youth, seniors, and the wider community. The… (+82 chars truncated from log)","St. Andrew's United Church is a registered charitable nonprofit with a clear mission to serve people and the planet. Its programs intentionally promote community wellbeing, social justice, and environmental stewardship, meeting all three must‑haves and several nice‑to‑haves.","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
727,Ginkgo Sustainability Inc.,no,False,other,environment-circular-economy,en,https://ginkgosustainability.com,"['Environment', 'Community', 'Honesty and Integrity', 'Help Society', 'Creativity']",(none),(none),"Ginkgo Sustainability Inc. is incorporated as a for‑profit corporation (Inc.) and does not exhibit nonprofit, cooperative or union governance. Its primary activity is sustainability consulting, a commercial service, which fails the governance gate for SSE eligibility.","['type via=derived', 'website via=derived', 'public_language via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,KEEP,UPDATE,UPDATE
729,Logis Phare,strong_yes,True,nonprofit,housing-collective-real-estate,fr,https://logisphare.org,"['Community', 'Help Society', 'Environment', 'Diversity', 'Decision Making']","Our mission is to create and maintain affordable, sustainable housing that strengthens community ties and supports social inclusion for vulnerable populations in Montreal. (via=inferred)","Logis Phare is a Montreal‑based nonprofit housing cooperative that provides affordable, accessible homes for low‑income families and individuals, fostering community living, solidarity, and environmen… (+31 chars truncated from log)","Logis Phare is registered as a nonprofit housing cooperative, its mission explicitly prioritises affordable and sustainable housing for low‑income residents, and it operates with community‑based governance. This meets all three must‑haves and several nice‑to‑haves, confirming strong alignment with S… (+29 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'length_limit: truncated sse_reasoning_fr', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
730,Canadian Centre for Food & Ecology,strong_yes,True,nonprofit,agriculture-food-systems,en,https://ccfe.ca,"['Community', 'Environment', 'Help Society']","Our mission is to build resilient, just, and ecologically sound food systems that empower communities and support planetary health.","The Canadian Centre for Food & Ecology (CCFE) is a nonprofit that promotes food sovereignty, ecological nutrition, and community‑based food systems through research, education, and advocacy.","CCFE is a registered nonprofit that explicitly aims to create just, ecological food systems, placing people and planet above profit. Its programs intentionally generate community and environmental impact, satisfying all three must‑haves, and its collaborative approach reflects a solidarity‑driven cu… (+6 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
731,Sollicité,strong_yes,True,nonprofit,community-civic-infrastructure,fr,(none),"['Community', 'Help Society', 'Diversity', 'Moral Fulfillment', 'Friendship']","Our mission is to foster solidarity, mutual aid and community empowerment by providing accessible services and advocating for systemic change that addresses poverty and social exclusion. (via=inferred… (+1 chars truncated from log)","Sollicité is a Montreal‑based nonprofit that provides mutual‑aid services such as community meals, food distribution, housing support and anti‑poverty advocacy, aiming to build collective care and emp… (+43 chars truncated from log)","Sollicité is a registered nonprofit whose mission prioritises people over profit, clearly describes its impact through concrete services, and operates with a solidarity‑driven culture that encourages community participation and reinvests surplus into its programs. (via=inferred)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
732,Community Climate Council,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://communityclimatecouncil.org,"['Community', 'Environment', 'Help Society']","Our mission is to build climate‑resilient, low‑carbon communities in Brampton and the Greater Toronto Area by providing climate education, fostering community action, and influencing public policy.","Community Climate Council is a Brampton‑based registered charity that works to empower residents and organisations to address climate change through education, advocacy, and community‑driven projects.","The Council is a registered charitable nonprofit whose mission focuses on climate education and community action, clearly beyond profit. Its programs target environmental impact and public policy change, meeting all three must‑haves. Stated values of collaboration and sustainability further align wi… (+57 chars truncated from log)","['description via=absent', 'mission via=absent', 'values via=absent', 'length_limit: truncated sse_reasoning_fr', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
733,L’ADOberge Chaudière-Appalaches,strong_yes,True,nonprofit,housing-collective-real-estate,fr,https://ado-berge.ca/,"['Help Others', 'Community', 'Moral Fulfillment', 'Diversity', 'Work with Others']","Our mission is to offer secure accommodation and holistic accompaniment to adolescents and young adults experiencing homelessness or vulnerability, fostering their autonomy, well‑being and successful… (+25 chars truncated from log)","L’ADOberge Chaudière‑Appalaches is a nonprofit organization that provides safe lodging and comprehensive support services to vulnerable youth and young adults in the Chaudière‑Appalaches region, helpi… (+59 chars truncated from log)","The organization is a registered nonprofit that explicitly aims to provide safe housing and support to vulnerable youth, reinvesting any surplus into its mission; its public materials emphasize solidarity, community impact, and empowerment, satisfying all must‑haves and several nice‑to‑haves.","['website via=found', 'public_language via=bilingual', 'description via=absent', 'mission via=absent', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
734,Cité Construction TM inc.,no,False,government,(none),bilingual,(none),[],(none),(none),"Cité Construction TM inc. appears to be a municipal construction corporation owned by the City of Thetford Mines, making it a government entity. Government‑owned organizations are excluded from the Solidarity Economy, resulting in a rating of no.","['type=government', 'website absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:bilingual via=llm_name', 'language_reason:name_llm=bilingual']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
